Electricity,ID #
First Energy Solutions Corp. (Michigan),6458
First Energy Solutions Corp. (New Jersey),6458
First Energy Solutions Corp. (Pennsylvania),6458
FirstEnergy Generation Corp,6389
Fishers Island Utility Co Inc,6369
Fitzgerald Wtr Lgt & Bond Comm,6380
Flathead Electric Coop Inc,6395
Fleming-Mason Energy Coop Inc,6442
Flint Electric Membership Corp,6411
"Flint Hills Rural E C A, Inc",6431
Flora Utilities,6425
Florence Utility Comm,6424
"Florida Keys El Coop Assn, Inc",6443
Florida Municipal Power Agency,6567
Florida Power & Light Co.,6452
Florida Public Utilities Co,6457
"Flowell Electric Assn, Inc",21514
Foley Board of Utilities,6491
"Forked Deer Electric Coop, Inc",40236
Fort Belknap Electric Coop Inc,6611
Fort Loudoun Electric Coop,6608
Fort Payne Improvement Auth,6612
Fort Pierce Utilities Auth,6616
Fort Valley Utility Comm,6617
Four County Elec Member Corp,6640
"Fox Islands Electric Coop, Inc",8780
Franklin Electric Coop,6717
Franklin Heating Station,6738
Franklin Rural Electric Cooperative,6722
Freeborn-Mower Coop Services,6782
Freeborn-Mower Coop Services (Iowa),6782
Freedom Energy,54873
Freedom Energy (Connecticut),54873
Freedom Energy (Maine),54873
Freedom Energy (Massachusetts),54873
Freedom Energy (Rhode Island),54873
French Broad Elec Member Corp,6784
French Broad Elec Member Corp (Tennessee),6784
Frontier Power Company,6804
"Frontier Utilities, Inc.",56286
Fulton County Rural E M C,6848
"G & K, Inc",6866
GEXA Corp.,7279
GEXA Corp. (Connecticut),7279
GEXA Corp. (Delaware),7279
GEXA Corp. (District of Columbia),7279
GEXA Corp. (Illinois),7279
GEXA Corp. (Maine),7279
GEXA Corp. (Maryland),7279
GEXA Corp. (Massachusetts),7279
GEXA Corp. (New Hampshire),7279
GEXA Corp. (New Jersey),7279
GEXA Corp. (Pennsylvania),7279
GEXA Corp. (Rhode Island),7279
Gainesville Regional Utilities,6909
Galena Electric Utility,6915
"Garkane Energy Coop, Inc",6957
"Garkane Energy Coop, Inc (Arizona)",6957
Garland Light & Power Company,6950
Gascosage Electric Coop,7024
Gateway Energy Services Corporation,5603
Gateway Energy Services Corporation (Maryland),5603
Gateway Energy Services Corporation (New Jersey),5603
Gateway Energy Services Corporation (Pennsylvania),5603
Gateway Energy Services Corporation (Texas),5603
Gay & Robinson Inc,7019
Georgia Power Co,7140
Georgia Transmission Corp,7197
Gibson Electric Members Corp,7174
Glacial Energy Holdings,54871
Glacial Energy Holdings (California),54871
Glacial Energy Holdings (Connecticut),54871
Glacial Energy Holdings (Delaware),54871
Glacial Energy Holdings (District of Columbia),54871
Glacial Energy Holdings (Illinois),54871
Glacial Energy Holdings (Maine),54871
Glacial Energy Holdings (Maryland),54871
Glacial Energy Holdings (Massachusetts),54871
Glacial Energy Holdings (Michigan),54871
Glacial Energy Holdings (New Hampshire),54871
Glacial Energy Holdings (New Jersey),54871
Glacial Energy Holdings (New York),54871
Glacial Energy Holdings (Ohio),54871
Glacial Energy Holdings (Pennsylvania),54871
Glacial Energy Holdings (Rhode Island),54871
"Glacier Electric Coop, Inc",7262
"Glades Electric Coop, Inc",7264
Glencoe Light & Power Comm,7292
Glidden Rural Electric Coop,7303
Gold Country Energy,56739
"Golden Spread Electric Cooperative, Inc",7349
Golden Valley Elec Assn Inc,7353
"Goldenwest Electric Coop, Inc",7318
"Goldenwest Electric Coop, Inc (North Dakota)",7318
Goltry Public Works Authority,7441
Goodhue County Coop Elec Assn,7460
Gowrie Municipal Utilities,7424
Grady Electric Membership Corp,7450
Grafton Electric,7442
Graham County Electric Coop Inc,7456
"Grand Electric Coop, Inc",7484
Grand Rapids Public Util Comm,7489
Grand River Dam Authority,7490
"Grand Valley Rrl Pwr Line, Inc",7563
Granite State Electric Co,26510
Granite State Electric Co (New Hampshire),26510
Grayson Rural Electric Coop Corp,7558
"Grayson-Collin Elec Coop, Inc",7559
"Great Bay Power Marketing, Inc.",5971
Great Lakes Energy Coop,38084
Great River Energy,7570
Green Mountain Energy Company,7554
Green Mountain Power Corp,7601
"Greenbelt Electric Coop, Inc",7561
Greenville Utilities Comm,7639
Greenwood Commissioners-Pub Wk,7646
Greenwood Utilities Comm,7651
Greer Commission of Public Wks,7654
GreyStone Power Corporation,7090
Groton Dept of Utilities,7716
Grundy Center Mun Light & Power,7743
Grundy County Rural Elec Coop,7864
"Grundy Electric Coop, Inc",7720
"Grundy Electric Coop, Inc (Iowa)",7720
Guadalupe Blanco River Auth,7751
Guadalupe Valley Elec Coop Inc,7752
Guam Power Authority,40428
Guernsey-Muskingum El Coop Inc,7891
"Gulf Coast Electric Coop, Inc",7785
Gulf Power Co,7801
Gunnison County Elec Assn.,7787
Guntersville Electric Board,7827
Gustavus Electric Inc,7822
Guthrie County Rural E C A,7750
Gwitchyaa Zhee Utility Co,7833
H-D Electric Coop Inc,7870
H-D Electric Coop Inc (Minnesota),7870
"HILCO Electric Cooperative, Inc.",8620
"HQ Energy Services (US), Inc",21249
Habersham Electric Membership Corp,7887
Hagerstown Light Department,7908
Halifax Electric Member Corp,7978
Hamilton County Elec Coop Assn,7979
Hancock County Rural E M C,8000
Hancock-Wood Electric Coop Inc,8034
Harmon Electric Assn Inc,8183
"Harney Electric Coop, Inc",11589
"Harney Electric Coop, Inc (Nevada)",11589
Harquahala Valley Pwr District,8139
Harrison County Rrl Elec Coop,8283
Harrison County Rural E M C,8179
"Harrison Rural Elec Assn, Inc",8192
Hart Electric Member Corp,8210
Hartford Electric,8212
Hartford Steam Co,8153
Harvard Dedicated Energy Limited,49987
Havana Power & Light Company,8276
Hawaii Electric Light Co Inc,8287
Hawaiian Electric Co Inc,19547
Hawkeye Tri-County El Coop Inc,8298
Hawley Public Utilities Comm,8307
Haywood Electric Member Corp,8333
Heart of Texas Electric Coop,55982
Heartland Consumers Power Dist,40604
Heartland Power Coop,8319
Heartland Power Coop (Minnesota),8319
"Heartland Rural Elec Coop, Inc",16854
Heber Light & Power Company,8366
Henderson City Utility Comm,8449
Hendricks County Rural E M C,8447
Henry County Rural E M C,8466
Hess Retail Natural Gas and Elec. Acctg.,22509
Hess Retail Natural Gas and Elec. Acctg. (Connecticut),22509
Hess Retail Natural Gas and Elec. Acctg. (Delaware),22509
Hess Retail Natural Gas and Elec. Acctg. (District of Columbia),22509
Hess Retail Natural Gas and Elec. Acctg. (Maine),22509
Hess Retail Natural Gas and Elec. Acctg. (Maryland),22509
Hess Retail Natural Gas and Elec. Acctg. (Massachusetts),22509
Hess Retail Natural Gas and Elec. Acctg. (New Hampshire),22509
Hess Retail Natural Gas and Elec. Acctg. (New York),22509
Hess Retail Natural Gas and Elec. Acctg. (Pennsylvania),22509
Hess Retail Natural Gas and Elec. Acctg. (Rhode Island),22509
Hibbing Public Utilities Comm,8543
Hickman-Fulton Counties RECC,40305
High Plains Power Inc,8566
"High West Energy, Inc",27058
"High West Energy, Inc (Nebraska)",27058
"High West Energy, Inc (Wyoming)",27058
Highline Electric Assn,8570
"Hill County Electric Coop, Inc",8632
Hillsdale Board of Public Wks,8631
"Hino Electric Holding Company, LP.",8637
Hinson Power Company LLC,8936
Hinson Power Company LLC (Montana),8936
Hohokam Irr & Drain Dist,8700
Holmes-Wayne Electric Coop Inc,8761
"Holston Electric Coop, Inc",8764
"Holy Cross Electric Assn, Inc",8773
Homer Electric Assn Inc,19558
Hood River Electric Coop,8830
"Hoosier Energy R E C, Inc",9267
Hooversville Boro Elec Lgt Co,8826
Horry Electric Coop Inc,8786
Houlton Water Company,8883
Houston County Elec Coop Inc,8898
Howard Electric Coop,8911
Howard Greeley Rural P P D,8924
"Howell-Oregon Elec Coop, Inc",8934
Hudson Energy Services,55878
Hudson Energy Services (Illinois),55878
Hudson Energy Services (Texas),55878
Hudson Municipal Electric Utility,8966
Hughes Power & Light Co,9000
Hull Municipal Light Plant,8797
Humboldt County R E C,9026
Hunterdon Cogeneration LP,8927
Hurricane Power Committee,9128
Hustisford Utilities,9124
Hutchinson Utilities Comm,9130
Hyrum City Corporation (Utility Company),9163
"I-N-N Electric Coop, Inc",9188
"IDT Energy, Inc.",55815
"IDT Energy, Inc. (New York)",55815
IPT SRI Cogeneration Inc,9297
"ITC Great Plains, LLC",56526
ITC Midwest LLC,56161
ITC Transmission,56068
"Idaho Cnty L&P Coop Assn, Inc",9186
Idaho Power Co,9191
Idaho Power Co (Oregon),9191
Igiugig Electric Company,9192
Illinois Municipal Elec Agency,9286
Illinois Rural Electric Coop,9209
Imperial Irrigation District,9216
Independence Power Marketing,49921
"Indian Electric Coop, Inc",9246
Indiana Michigan Power Co (Indiana),9324
Indiana Michigan Power Co (Michigan),9324
Indiana Municipal Power Agency,9234
Indiana-Kentucky Electric Corp,9269
Indianapolis Power & Light Co,9273
Indianola Municipal Utilities,9275
Inland Power & Light Company,8699
"Inside Passage Elec Coop, Inc",18963
"Integrys Energy Services of N.Y., Inc.",21258
"Integrys Energy Services, Inc.",21795
"Integrys Energy Services, Inc. (Connecticut)",21795
"Integrys Energy Services, Inc. (Delaware)",21795
"Integrys Energy Services, Inc. (District of Columbia)",21795
"Integrys Energy Services, Inc. (Illinois)",21795
"Integrys Energy Services, Inc. (Maine)",21795
"Integrys Energy Services, Inc. (Maryland)",21795
"Integrys Energy Services, Inc. (Massachusetts)",21795
"Integrys Energy Services, Inc. (Michigan)",21795
"Integrys Energy Services, Inc. (New Hampshire)",21795
"Integrys Energy Services, Inc. (New Jersey)",21795
"Integrys Energy Services, Inc. (Ohio)",21795
"Integrys Energy Services, Inc. (Pennsylvania)",21795
"Integrys Energy Services, Inc. (Rhode Island)",21795
"Intelligent Energy/Infinite Energy, Inc.",56738
"Intelligent Energy/Infinite Energy, Inc. (Texas)",56738
Inter County Energy Coop Corp,9292
Intercounty Electric Coop Assn,9331
Intermountain Power Agency,40576
Intermountain Rural Elec Assn,9336
Interstate Power and Light Co,9417
Interstate Power and Light Co (Minnesota),9417
Iowa Lakes Electric Coop,9425
Ipnatchiaq Electric Company,9416
Irwin Electric Membership Corp,9431
Itasca-Mantrap Co-op Electrical Assn,9475
J-A-C Electric Coop Inc,9422
JEA,9617
JP Morgan,56528
JP Morgan (Oregon),56528
JP Morgan (Washington),56528
Jackson County Rural E M C,9576
"Jackson Electric Coop, Inc",8574
"Jackson Electric Coop, Inc (Texas)",9590
Jackson Electric Member Corp,9601
Jackson Energy Coop Corp,9575
Jackson Purchase Energy Corporation,9605
Jacksonville Electric Authority,9617
Jamestown Board of Public Util,9645
Jasper County Rural E M C,9665
"Jasper-Newton Elec Coop, Inc",9668
Jay County Rural E M C,9666
"Jefferson Davis Elec Coop, Inc",9682
Jefferson Electric Member Corp,9689
Jefferson Utilities,9690
"Jemez Mountains Elec Coop, Inc",9699
Jersey Central Power & Lt Co (New Jersey),9726
Jo-Carroll Energy Coop Inc,9750
Joe Wheeler Elec Member Corp,9739
Johnson County Rural E M C,9778
Jones-Onslow Elec Member Corp,9837
Jump River Electric Coop Inc,9922
Juneau Utility Comm,9936
Just Energy,9949
Just Energy New York Corp.,56196
Just Energy New York Corp. (New York),56196
K C Electric Association,10066
KAMO Electric Coop Inc,9979
KBR Rural Public Power District,10065
KCP&L Greater Missouri Operations,12698
KEM Electric Coop Inc,10153
Kandiyohi Power Coop,9991
Kankakee Valley Rural E M C,9999
Kanosh Town Corporation (Utility Company),9995
Kansas City Power & Light Co,10000
Kansas City Power & Light Co (Missouri),10000
Kansas Electric Power Coop Inc,9961
Kansas Gas & Electric Co,10005
Kansas Municipal Energy Agency,10035
Karnes Electric Coop Inc,10009
Kauai Island Utility Cooperative,10071
Kaw Valley Electric Coop Inc,10019
Kay Electric Coop,10012
Kaysville City Corporation (Utility Company),10063
Keewatin Public Utilities,10089
Kenergy Corp,9964
Kennebunk Light & Power Dist,10144
Kentucky Power Co,22053
Kentucky Utilities Co,10171
Kentucky Utilities Co (Tennessee),10171
Kenyon Municipal Utilities,10179
Keosauqua Municipal Light & Pwr,10181
Kerrville Public Utility Board,28604
Ketchikan Public Utilities,10210
"Kiamichi Electric Coop, Inc",10170
Kinetic Energy LLC,56210
Kings River Conservation Dist,10325
"Kingsbury Electric Coop, Inc",10329
Kingsport Power Co (Tennessee),10331
Kirbyville Light & Power Co,10359
Kissimmee Utility Authority,10376
"Kit Carson Electric Coop, Inc",10378
"Kiwash Electric Coop, Inc",10375
Knoxville Utilities Board,10421
Kodiak Electric Assn Inc,10433
Kokhanok Village Council (Utility Company),10455
Kootenai Electric Cooperative,10454
Kosciusko County Rural E M C,10448
Kotzebue Electric Assn Inc,10451
Kuiggluum Kallugvia,9832
Kwig Power Company,10491
L & O Power Co-operative,10574
La Farge Municipal Electric Co,10525
"La Plata Electric Assn, Inc",10539
La Porte City Utilities,10542
"LaCreek Electric Assn, Inc",10558
"LaCreek Electric Assn, Inc (Nebraska)",10558
"Laclede Electric Coop, Inc",10603
Lafayette Public Power Auth,11235
Lagrange County Rural E M C,10562
Lake Country Power,10697
Lake Mills Light & Water,10605
"Lake Placid Village, Inc (Utility Company)",10610
"Lake Region Electric Assn, Inc",10632
"Lake Region Electric Coop, Inc",10599
Lake Region Electric Cooperative,10618
Lakeview Light & Power,10627
Lamar County Elec Coop Assn,10649
"Lamb County Electric Coop, Inc",10625
Lane Electric Coop Inc,10681
"Lane-Scott Electric Coop, Inc",10728
Lanesboro Public Utility Comm,10685
Langford Wind Power LLC,56506
Lassen Municipal Utility District,10724
"Laurens Electric Coop, Inc",10768
Lawrenceburg Municipal Utils,10798
"Lea County Electric Coop, Inc",10817
"Lea County Electric Coop, Inc (Texas)",10817
"Leavenworth-Jefferson E C, Inc",10801
"Lee County Electric Coop, Inc",10857
Lehi City Corporation (Utility Company),10879
Levan Town Corporation (Utility Company),10978
Lewis County Rural E C A,10962
Liberty Power Corp.,55781
Liberty Power Corp. (California),55781
Liberty Power Corp. (Connecticut),55781
Liberty Power Corp. (Delaware),55781
Liberty Power Corp. (District of Columbia),55781
Liberty Power Corp. (Illinois),55781
Liberty Power Corp. (Maine),55781
Liberty Power Corp. (Maryland),55781
Liberty Power Corp. (Massachusetts),55781
Liberty Power Corp. (New Jersey),55781
Liberty Power Corp. (New York),55781
Liberty Power Corp. (Pennsylvania),55781
Liberty Power Corp. (Rhode Island),55781
Liberty Power Corp. (Texas),55781
Licking Rural Electric Inc,10668
Licking Valley Rural E C C,11011
"Lighthouse Electric Coop, Inc",11014
Lincoln County Power Dist No 1,11021
"Lincoln Electric Coop, Inc",11022
Lincoln Electric System,11018
"Linde Energy Services, Inc.",1611
"Linde Energy Services, Inc. (Delaware)",1611
"Linde Energy Services, Inc. (Illinois)",1611
"Linde Energy Services, Inc. (Maine)",1611
"Linde Energy Services, Inc. (New York)",1611
"Linde Energy Services, Inc. (Pennsylvania)",1611
Linn County Rural E C A,11053
Litchfield Public Utilities,11064
Little Ocmulgee El Member Corp,26218
Little River Electric Coop Inc,11019
Lockhart Power Co,11118
Lockwood Water & Light Company,11121
Logan County Coop Power & Light,11203
Long Island Power Authority,11171
"Lorain-Medina R E C, Inc",11200
Los Alamos County,11204
Los Angeles Department of Water & Power,11208
Los Medanos Energy Center LLC,2843
Lost River Electric Coop Inc,11211
Loudon Utilities Board,11222
Louisiana Energy & Power Auth,26253
Louisville Electric System,11247
Louisville Gas & Electric Co,11249
Loup River Public Power Dist,11251
Loup Valleys Rural P P D,11250
Lower Colorado River Authority,11269
Lower Valley Energy Inc,11273
Lower Valley Energy Inc (Wyoming),11273
"Lower Yellowstone R E A, Inc",11272
"Lower Yellowstone R E A, Inc (North Dakota)",11272
Lumbee River Elec Member Corp,11291
Luminant Energy,56288
"Lynches River Elec Coop, Inc",11355
"Lyntegar Electric Coop, Inc",11364
Lyon Rural Electric Coop,11298
"Lyon-Coffey Electric Coop, Inc",11334
Lyon-Lincoln Electric Coop Inc,11345
M & A Electric Power Coop,11380
M J M Electric Cooperative Inc,8824
"MC Squared Energy Services, LLC",56379
MMA Belmar Power LLC,56114
MMA DAS Power,56026
MMA Fresno Power LP,56028
MMA GDC Power LP,56113
MMA LA Power LP,56027
MMA WBF Power LP,56105
MSR Public Power Agency,21704
Macon Electric Coop,11463
Macquarie Energy LLC,56223
Madison Gas & Electric Co,11479
Madisonville Municipal Utils,11488
Magic Valley Electric Coop Inc,11501
Magnolia Electric Power Assn,11519
Maine Public Service Co,11522
Major Energy Electric Services,56504
Manitowoc Public Utilities,11571
Maquoketa Valley Rrl Elec Coop,12642
Marias River Electric Coop Inc,11643
Maricopa County M W C Dist,40355
Marin Energy Authority,56692
"Marlboro Electric Coop, Inc",11693
Marshall County Rural E M C,11767
Marshall-De Kalb Electric Coop,11714
Maryville Utilities,11789
Massachusetts Bay Trans Auth,49848
Massachusetts Electric Co,11804
Massachusetts Mun Wholes Electric Co,11806
Matanuska Electric Assn Inc,11824
Matinicus Plantation Elec Co,11844
Maui Electric Co Ltd,11843
McCone Electric Coop Inc,11989
McCook Public Power District,10550
McDonough Power Coop,12070
McGrath Light & Power Co,12119
McKenzie Electric Coop Inc,12087
McKenzie Electric Coop Inc (North Dakota),12087
"McLean Electric Coop, Inc",12090
McLeod Cooperative Power Assn,11910
McMinnville Electric System,12186
McMullen Valley Water C&D Dist,12191
Meade County Rural E C C,12243
Meadow Town Corporation (Utility Company),12289
"Mecklenburg Electric Coop, Inc",12260
"Mecklenburg Electric Coop, Inc (North Carolina)",12260
Medical Area Total Egy Plt Inc,12258
"Medina Electric Coop, Inc",12268
Meeker Coop Light & Power Assn,12227
"Mega Energy, LP",56247
Melrose Public Utilities,12286
Menard Electric Coop,12395
Merced Irrigation District,12312
Meriwether Lewis Electric Coop,12330
Merrill Lynch Commodities,49956
Metlakatla Power & Light,12385
Metropolitan Edison Co (Pennsylvania),12390
Metropolitan Water District of S CA,12397
Miami Power Corporation,12323
Miami-Cass County Rural E M C,12406
Michigan Electric Transmission Company,56163
Michigan Public Power Agency,40582
Michigan South Central Pwr Agy,12807
Mid-Carolina Electric Coop Inc,12462
"Mid-Kansas Electric Company, LLC (MKEC)",56324
"Mid-Ohio Energy Coop, Inc",36189
Mid-South Electric Coop Assn,12452
"Mid-Yellowstone Elec Coop, Inc",12463
MidAmerican Energy Co,12341
MidAmerican Energy Co (Illinois),12341
MidAmerican Energy Co (South Dakota),12341
Middle Georgia El Member Corp,12472
Middle Kuskokwim Elec Coop Inc,12485
Middle Tennessee E M C,12470
Midland Power Coop,12450
"Midstate Electric Coop, Inc",12439
Midvale Irrigation District,31516
Midwest Electric Member Corp,12539
"Midwest Electric, Inc",12515
Midwest Energy Cooperative,12377
Midwest Energy Inc,12524
Milagro Power Company,56551
Mille Lacs Energy Cooperative,12546
Minnesota Municipal Power Agency,12667
Minnesota Power Inc,12647
Minnesota Valley Coop L&P Assn,40304
Minnesota Valley Electric Coop,12651
"Minnkota Power Coop, Inc",12658
"Mirant Energy Trading, LLC",55758
Mississippi County Electric Coop,12681
Mississippi Power Co,12686
"Missoula Electric Coop, Inc",12692
"Missoula Electric Coop, Inc (Montana)",12692
Missouri River Energy Services,12710
Missouri Rural Electric Coop,12700
Mitchell Electric Member Corp,12706
Modern Electric Water Company,12744
Modesto Irrigation District,12745
"Mohave Electric Cooperative, Inc",21538
Mohawk Municipal Comm,12759
Mohegan Tribal Utility Auth,49826
Monongahela Power Co (West Virginia),12796
"Monroe County Elec Coop, Inc",12803
Monroe County Elec Power Assn,40303
Mont Alto Borough,12817
Montana-Dakota Utilities Co,12199
Montana-Dakota Utilities Co (North Dakota),12199
Montana-Dakota Utilities Co (South Dakota),12199
Montana-Dakota Utilities Co (Wyoming),12199
Moon Lake Electric Assn Inc,12866
Moon Lake Electric Assn Inc (Utah),12866
Moose Lake Water & Light Comm,12897
Mor-Gran-Sou Electric Coop Inc,12899
"Mora-San Miguel Elec Coop, Inc",12901
Moreau-Grand Electric Coop Inc,12915
Morenci Water and Electric Co,12919
Morgan County Rural Elec Assn,12860
Morgan Stanley Capital Grp Inc,12917
Morris Cogeneration LLC,54755
"Mountain Electric Coop, Inc",13027
"Mountain Electric Coop, Inc (North Carolina)",13027
"Mountain Parks Electric, Inc",13050
"Mountain View Elec Assn, Inc",13058
Mountrail-Williams Elec Coop,20413
Mt Carmel Public Utility Co,13032
"Mt Wheeler Power, Inc",13073
"Mt Wheeler Power, Inc (Utah)",13073
Municipal Electric Authority,13100
Municipal Energy Agency of MS,11833
Municipal Energy Agency of NE,21352
"MxEnergy Electric, Inc.",50149
"MxEnergy Electric, Inc. (Connecticut)",50149
"MxEnergy Electric, Inc. (Massachusetts)",50149
"MxEnergy Electric, Inc. (New York)",50149
"MxEnergy Electric, Inc. (Pennsylvania)",50149
"N W Electric Power Coop, Inc",13190
NOCO Electric,54893
NRG Power Marketing LLC,56784
NSTAR Electric Company,54913
NYSEG Solutions Inc,26650
Naknek Electric Association,13201
Nantucket Electric Co,13206
Nantucket Electric Co (Massachusetts),13206
Napakiak Ircinraq Power Co,13211
Nashville Electric Service,13216
Natchez Trace Elec Power Assn,13227
"National Grid Generation, LLC",26751
"Native Village of Perryville, Alaska (Utility Company)",14832
Navajo Tribal Utility Authority,13314
"Navarro County Elec Coop, Inc",13332
"Navasota Valley Elec Coop, Inc",16146
"Navopache Electric Coop, Inc",13318
Nebraska Electric G&T Coop Inc,40300
Nebraska Public Power District,13337
Nelson Lagoon Elec Coop Inc,13477
"Nemaha-Marshall E C A, Inc",13386
Nephi City Corporation (Utility Company),13388
"Nespelem Valley Elec Coop, Inc",13387
Nevada Irrigation District,13402
Nevada Power Co,13407
New Castle Municipal Serv Comm,13424
New England Elec Transm'n Corp,44388
New England Hydro-Tran Elec Co,13355
New England Hydro-Trans Corp,13356
New England Power Company,13433
"New Enterprise R E C, Inc",13205
New Hampshire Elec Coop Inc,13441
New Hampton Village Precinct (Utility Company),13286
New London Electric&Water Util,13467
New London Municipal Utilities,13468
New Prague Utilities Comm,13480
New River Light & Power Co,13482
New Ulm Public Utilities Comm,13488
"New York Industrial Energy Buyers, LLC",54875
New York Mun Power Agency,13539
New York Power Authority,15296
New York State Elec & Gas Corp,13511
"New-Mac Electric Coop, Inc",13520
"Newberry Electric Coop, Inc",13524
Newberry Water & Light Board,13525
"Newnan Wtr, Sewer & Light Comm",13547
Newton County Rural E M C,13566
NextEra Energy Power Marketing LLC,49891
NextEra Energy Power Marketing LLC (Maine),49891
NextEra Energy Power Marketing LLC (Massachusetts),49891
NextEra Retail of Texas LP,56620
Niagara Mohawk Power Corp.,13573
Nick's Utility,0
Ninnescah Rural E C A Inc,13570
"Niobrara Electric Assn, Inc",13685
"Niobrara Electric Assn, Inc (Nebraska)",13685
"Niobrara Electric Assn, Inc (South Dakota)",13685
Niobrara Valley El Member Corp,13610
Nishnabotna Valley R E C,13675
Nissequoque Cogen Partners,13587
Noble Americas Energy Solutions LLC,16840
Noble Americas Energy Solutions LLC (Connecticut),16840
Noble Americas Energy Solutions LLC (Delaware),16840
Noble Americas Energy Solutions LLC (District of Columbia),16840
Noble Americas Energy Solutions LLC (Illinois),16840
Noble Americas Energy Solutions LLC (Maine),16840
Noble Americas Energy Solutions LLC (Maryland),16840
Noble Americas Energy Solutions LLC (Massachusetts),16840
Noble Americas Energy Solutions LLC (Michigan),16840
Noble Americas Energy Solutions LLC (New Jersey),16840
Noble Americas Energy Solutions LLC (New York),16840
Noble Americas Energy Solutions LLC (Ohio),16840
Noble Americas Energy Solutions LLC (Oregon),16840
Noble Americas Energy Solutions LLC (Pennsylvania),16840
Noble Americas Energy Solutions LLC (Rhode Island),16840
Noble Americas Energy Solutions LLC (Texas),16840
Noble County R E M C,13647
Nobles Cooperative Electric,13684
Nobles Cooperative Electric (Iowa),13684
Nodak Electric Coop Inc,12301
Nolin Rural Electric Coop Corp,13651
Nome Joint Utility Systems,13642
"NorVal Electric Cooperative, Inc",13749
Norris Electric Coop,13292
Norris Public Power District,13664
North Alabama Electric Coop,13669
"North Arkansas Elec Coop, Inc",13676
North Branch Water & Light Comm,13681
North Carolina Eastern M P A,13687
North Carolina El Member Corp,13683
North Carolina Mun Power Agny,13630
"North Central Elec Coop, Inc",13693
"North Central Elec Coop, Inc (North Dakota)",13694
North Central MO Elec Coop Inc,13690
North Central Power Co Inc,13697
North Central Public Pwr Dist,13698
North East Mississippi E P A,40302
North Georgia Elec Member Corp,13716
North Itasca Electric Coop Inc,13700
North Plains Electric Coop Inc,13757
North Slope Borough Power & Light,26616
"North Star Electric Coop, Inc",13731
North West Rural Electric Coop,17260
"North Western Elec Coop, Inc",13704
NorthWestern Corporation,12825
NorthWestern Energy,13809
Northcentral Mississippi E P A,13735
Northeast Louisiana Power Coop Inc.,13783
Northeast Missouri El Pwr Coop,13738
Northeast Nebraska P P D,13739
"Northeast Oklahoma Electric Coop, Inc",13734
"Northeast Texas Elec Coop, Inc",13670
Northeastern Rural E M C,20603
Northern California Power Agny,40613
"Northern Electric Coop, Inc",13750
Northern Indiana Pub Serv Co,13756
"Northern Lights, Inc",13758
"Northern Lights, Inc (Montana)",13758
"Northern Lights, Inc (Washington)",13758
Northern Municipal Power Agency,40581
"Northern Neck Elec Coop, Inc",13762
Northern Plains Electric Coop,13196
Northern Rio Arriba E Coop Inc,13777
Northern States Power Co - Minnesota,13781
Northern States Power Co - Minnesota (North Dakota),13781
Northern States Power Co - Minnesota (South Dakota),13781
Northern States Power Co - Wisconsin,13780
Northern States Power Co - Wisconsin (Michigan),13780
Northern Virginia Elec Coop,13640
Northern Wasco County PUD,13788
"Northfork Electric Coop, Inc",13838
Northwest Iowa Power Coop,13798
Northwest Rural Pub Pwr Dist,13805
Northwestern Electric Coop Inc,13807
"Northwestern Rural E C A, Inc",40293
Northwestern Wisconsin Elec Co,13815
Norwalk Third Taxing District,13825
"Nueces Electric Coop, Inc",13830
"Nushagak Electric Coop, Inc",13870
"OGE Energy Resources, Inc",13952
OLS Energy-Camarillo,14149
OLS Energy-Chino,14265
Oahe Electric Coop Inc,13853
Oakdale Electric Coop,13936
Oakdale&South San Joaquin Irrigation D.,13935
Ocmulgee Electric Member Corp,13934
Oconee Electric Member Corp,13962
Oconomowoc Utilities,13963
Oconto Electric Cooperative,13964
Oconto Falls Water & Light Comm,13965
Ocotillo Water Conserv. Dist.,13961
Oglethorpe Power Corporation,13994
Ohio Edison Co,13998
Ohio Power Co,14006
Ohio Valley Electric Corp,14015
"Ohop Mutual Light Company, Inc",14012
"Okanogan County Elec Coop, Inc",14074
Okeene Public Works Authority,14057
Okefenoke Rural El Member Corp,31833
Okefenoke Rural El Member Corp (Florida),31833
Oklahoma Electric Coop Inc,14062
Oklahoma Gas & Electric Co,14063
Oklahoma Gas & Electric Co (Arkansas),14063
Oklahoma Municipal Power Auth,14077
Old Dominion Electric Coop,40229
Old Dominion Power Co,10171
Oliver-Mercer Elec Coop Inc,14088
Olmsted County Public Works,21995
Omaha Public Power District,14127
Omya Inc,19794
OnPAC Energy,56260
Oncor Electric Delivery Company LLC,44372
"Oneida-Madison Elec Coop, Inc",14125
Ontonagon County R E A,14156
Optim Energy Marketing LLC,56544
Orange & Rockland Utils Inc,14154
Orange County Rural E M C,14160
Orcas Power & Light Coop,14170
"Oregon Trail El Cons Coop, Inc",14109
Orlando Utilities Comm,14610
Osage Valley Elec Coop Assn,14192
"Osceola Electric Coop, Inc",14202
Otero County Electric Coop Inc,14224
"Otsego Electric Coop, Inc",14267
Otter Tail Power Co,14232
Otter Tail Power Co (North Dakota),14232
Otter Tail Power Co (South Dakota),14232
Ouachita Electric Coop Corp,14238
Our Energy LLC,56441
Overton Power District No 5,14245
Owen Electric Coop Inc,14251
Ozark Border Electric Coop,14285
Ozark Electric Coop Inc,14288
Ozarks Electric Coop Corp,14289
"P K M Electric Coop, Inc",14178
