Electricity,ID #
"City of El Dorado Springs, Missouri (Utility Company)",5686
"City of Elba, Alabama (Utility Company)",5728
"City of Elberton, Georgia (Utility Company)",5730
"City of Elbow Lake, Minnesota (Utility Company)",5732
"City of Eldorado, Oklahoma (Utility Company)",5741
"City of Electra, Texas (Utility Company)",5744
"City of Elfin Cove, Alaska (Utility Company)",5721
"City of Elizabeth City, North Carolina (Utility Company)",5760
"City of Elizabethton, Tennessee (Utility Company)",5763
"City of Elk Point, South Dakota (Utility Company)",5771
"City of Elk River, Minnesota (Utility Company)",5773
"City of Elkhorn, Wisconsin (Utility Company)",5777
"City of Ellaville, Georgia (Utility Company)",5796
"City of Ellensburg, Washington (Utility Company)",6149
"City of Ellinwood, Kansas (Utility Company)",5802
"City of Ellsworth, Iowa (Utility Company)",5827
"City of Elroy, Wisconsin (Utility Company)",5834
"City of Elsmore, Kansas (Utility Company)",5795
"City of Elwood, Kansas (Utility Company)",5839
"City of Ely, Minnesota (Utility Company)",5841
"City of Enterprise, Kansas (Utility Company)",5919
"City of Enterprise, Utah (Utility Company)",40433
"City of Ephraim, Utah (Utility Company)",5932
"City of Erath, Louisiana (Utility Company)",5945
"City of Erie, Kansas (Utility Company)",5957
"City of Escanaba, Michigan (Utility Company)",24558
"City of Escondido, California (Utility Company)",5969
"City of Estelline, South Dakota (Utility Company)",5995
"City of Estherville, Iowa (Utility Company)",5998
"City of Etowah, Tennessee (Utility Company)",6008
"City of Eudora, Kansas (Utility Company)",6019
"City of Eugene, Oregon (Utility Company)",6022
"City of Evansville, Wisconsin (Utility Company)",6043
"City of Evergreen, Alabama (Utility Company)",6052
"City of Fairbank, Iowa (Utility Company)",6127
"City of Fairburn, Georgia (Utility Company)",6130
"City of Fairbury, Nebraska (Utility Company)",6132
"City of Fairfax, Minnesota (Utility Company)",6138
"City of Fairfield, Illinois (Utility Company)",6141
"City of Fairhope, Alabama (Utility Company)",6145
"City of Fairview, Oklahoma (Utility Company)",6152
"City of Faith, South Dakota (Utility Company)",6157
"City of Fallon, Nevada (Utility Company)",6172
"City of Falls City, Nebraska (Utility Company)",6175
"City of Falmouth, Kentucky (Utility Company)",6178
"City of Farmer City, Illinois (Utility Company)",6192
"City of Farmersville, Texas (Utility Company)",6203
"City of Farmington, Missouri (Utility Company)",6205
"City of Farmington, New Mexico (Utility Company)",6204
"City of Farnhamville, Iowa (Utility Company)",6210
"City of Fayette, Missouri (Utility Company)",6231
"City of Fayetteville, Tennessee (Utility Company)",6234
"City of Fennimore, Wisconsin (Utility Company)",6274
"City of Flandreau, South Dakota (Utility Company)",6390
"City of Flatonia, Texas (Utility Company)",6396
"City of Flora, Illinois (Utility Company)",6417
"City of Florence, Alabama (Utility Company)",6422
"City of Floresville, Texas (Utility Company)",6427
"City of Floydada, Texas (Utility Company)",6472
"City of Fonda, Iowa (Utility Company)",6496
"City of Fontanelle, Iowa (Utility Company)",6501
"City of Forest City, Iowa (Utility Company)",6579
"City of Forest Grove, Oregon (Utility Company)",6582
"City of Forsyth, Georgia (Utility Company)",6598
"City of Fort Collins, Colorado (Utility Company)",6604
"City of Fort Meade, Florida (Utility Company)",6609
"City of Fort Morgan, Colorado (Utility Company)",6610
"City of Fort Pierre, South Dakota (Utility Company)",6615
"City of Fosston, Minnesota (Utility Company)",6627
"City of Fountain, Colorado (Utility Company)",6638
"City of Frankfort, Indiana (Utility Company)",6707
"City of Frankfort, Kentucky (Utility Company)",6708
"City of Franklin, Kentucky (Utility Company)",6718
"City of Franklin, Nebraska (Utility Company)",6723
"City of Franklin, Virginia (Utility Company)",6715
"City of Frederick, Oklahoma (Utility Company)",6750
"City of Fredericksburg, Iowa (Utility Company)",6759
"City of Fredericksburg, Texas (Utility Company)",6758
"City of Fredericktown, Missouri (Utility Company)",6761
"City of Fredonia, Arizona (Utility Company)",6753
"City of Fredonia, Kansas (Utility Company)",6762
"City of Fremont, Nebraska (Utility Company)",6779
"City of Friend, Nebraska (Utility Company)",6793
"City of Fulton, Kentucky (Utility Company)",6840
"City of Fulton, Missouri (Utility Company)",6839
"City of Gaffney, South Carolina (Utility Company)",6894
"City of Galion, Ohio (Utility Company)",6914
"City of Gallatin, Missouri (Utility Company)",6924
"City of Gallatin, Tennessee (Utility Company)",6923
"City of Gallup, New Mexico (Utility Company)",6930
"City of Galt, Missouri (Utility Company)",6896
"City of Galva, Kansas (Utility Company)",6931
"City of Garden City, Kansas (Utility Company)",6941
"City of Gardner, Kansas (Utility Company)",6949
"City of Garland, Texas (Utility Company)",6958
"City of Garnett, Kansas (Utility Company)",6965
"City of Garrett, Indiana (Utility Company)",6970
"City of Gas City, Indiana (Utility Company)",6993
"City of Gastonia, North Carolina (Utility Company)",7027
"City of Geary, Oklahoma (Utility Company)",7048
"City of Geneseo, Illinois (Utility Company)",7095
"City of Geneva, Illinois (Utility Company)",7096
"City of Georgetown, South Carolina (Utility Company)",7128
"City of Georgetown, Texas (Utility Company)",7129
"City of Gering, Nebraska (Utility Company)",7149
"City of Giddings, Texas (Utility Company)",7184
"City of Gilbert, Minnesota (Utility Company)",7194
"City of Gillette, Wyoming (Utility Company)",7222
"City of Gilman City, Missouri (Utility Company)",7200
"City of Giltner, Nebraska (Utility Company)",7249
"City of Girard, Kansas (Utility Company)",7257
"City of Gladstone, Michigan (Utility Company)",7265
"City of Glasco, Kansas (Utility Company)",7269
"City of Glasgow, Kentucky (Utility Company)",7270
"City of Glen Elder, Kansas (Utility Company)",7287
"City of Glendale, California (Utility Company)",7294
"City of Glenwood Springs, Colorado (Utility Company)",7300
"City of Glidden, Iowa (Utility Company)",7295
"City of Goldsmith, Texas (Utility Company)",7419
"City of Goldthwaite, Texas (Utility Company)",7368
"City of Gonzales, Texas (Utility Company)",7370
"City of Goodland, Kansas (Utility Company)",7374
"City of Gothenburg, Nebraska (Utility Company)",7411
"City of Graettinger, Iowa (Utility Company)",7443
"City of Grafton, North Dakota (Utility Company)",7444
"City of Granbury, Texas (Utility Company)",7480
"City of Grand Haven, Michigan (Utility Company)",7483
"City of Grand Island, Nebraska (Utility Company)",40606
"City of Grand Junction, Iowa (Utility Company)",7486
"City of Grand Marais, Minnesota (Utility Company)",7487
"City of Granite Falls, Minnesota (Utility Company)",7494
"City of Granite, Oklahoma (Utility Company)",7501
"City of Grant, Nebraska (Utility Company)",7485
"City of Grantville, Georgia (Utility Company)",7515
"City of Green Cove Springs, Florida (Utility Company)",7593
"City of Greendale, Indiana (Utility Company)",6907
"City of Greeneville, Tennessee (Utility Company)",7625
"City of Greenfield, Indiana (Utility Company)",7627
"City of Greenfield, Iowa (Utility Company)",7626
"City of Greensburg, Kansas (Utility Company)",7631
"City of Greenville,, Texas (Utility Company)",7634
"City of Gridley, California (Utility Company)",7677
"City of Griffin, Georgia (Utility Company)",7679
"City of Groton, South Dakota (Utility Company)",7712
"City of Grove City, Minnesota (Utility Company)",7732
"City of Gunnison, Colorado (Utility Company)",7826
"City of Guttenberg, Iowa (Utility Company)",7837
"City of Hagerstown, Indiana (Utility Company)",7907
"City of Hallettsville, Texas (Utility Company)",7958
"City of Halstad, Minnesota (Utility Company)",7969
"City of Hamilton, Ohio (Utility Company)",7977
"City of Hampton, Georgia (Utility Company)",8022
"City of Hannibal, Missouri (Utility Company)",8055
"City of Harbor Springs, Michigan (Utility Company)",8083
"City of Harlan, Iowa (Utility Company)",8122
"City of Harmony, Minnesota (Utility Company)",8131
"City of Harriman, Tennessee (Utility Company)",8147
"City of Harrisonburg, Virginia (Utility Company)",8198
"City of Harrisonville, Missouri (Utility Company)",8199
"City of Hart Hydro, Michigan (Utility Company)",8205
"City of Hartford, Alabama (Utility Company)",8209
"City of Hartley, Iowa (Utility Company)",8214
"City of Hartselle, Alabama (Utility Company)",8226
"City of Hastings, Nebraska (Utility Company)",8245
"City of Haven, Kansas (Utility Company)",8279
"City of Hawarden, Iowa (Utility Company)",8288
"City of Healdsburg, California (Utility Company)",8348
"City of Hearne, Texas (Utility Company)",8359
"City of Hebron, Nebraska (Utility Company)",8375
"City of Hecla, South Dakota (Utility Company)",8379
"City of Helper, Utah (Utility Company)",8428
"City of Hemphill, Texas (Utility Company)",8432
"City of Hempstead, Texas (Utility Company)",8435
"City of Henning, Minnesota (Utility Company)",8459
"City of Herington, Kansas (Utility Company)",8490
"City of Hermann, Missouri (Utility Company)",8493
"City of Hermiston, Oregon (Utility Company)",8515
"City of Herndon, Kansas (Utility Company)",8497
"City of Hertford, North Carolina (Utility Company)",8517
"City of Heyburn, Idaho (Utility Company)",8532
"City of Hickman, Kentucky (Utility Company)",8548
"City of Hickman, Nebraska (Utility Company)",10229
"City of Higginsville, Missouri (Utility Company)",8567
"City of Highland, Illinois (Utility Company)",8573
"City of Highlands, North Carolina (Utility Company)",8579
"City of Hill City, Kansas (Utility Company)",8599
"City of Hillsboro, Kansas (Utility Company)",8629
"City of Hillsboro, North Dakota (Utility Company)",8628
"City of Hingham, Massachusetts (Utility Company)",8796
"City of Hinton, Iowa (Utility Company)",8610
"City of Hogansville, Georgia (Utility Company)",8698
"City of Hoisington, Kansas (Utility Company)",8703
"City of Holdrege, Nebraska (Utility Company)",8717
"City of Holland, Michigan (Utility Company)",8723
"City of Holly Springs, Mississippi (Utility Company)",8748
"City of Holton, Kansas (Utility Company)",8770
"City of Holyoke, Colorado (Utility Company)",8777
"City of Holyoke, Massachusetts (Utility Company)",8774
"City of Holyrood, Kansas (Utility Company)",8781
"City of Homestead, Florida (Utility Company)",8795
"City of Hominy, Oklahoma (Utility Company)",8799
"City of Hondo, Texas (Utility Company)",8801
"City of Hope, Arkansas (Utility Company)",8840
"City of Hope, North Dakota (Utility Company)",9067
"City of Hopkinsville, Kentucky (Utility Company)",8846
"City of Hopkinton, Iowa (Utility Company)",8847
"City of Horton, Kansas (Utility Company)",8871
"City of Houston, Missouri (Utility Company)",8896
"City of Howard, South Dakota (Utility Company)",8919
"City of Hubbard, Ohio (Utility Company)",8949
"City of Hubbell, Nebraska (Utility Company)",9022
"City of Hudson, Ohio (Utility Company)",8972
"City of Hugoton, Kansas (Utility Company)",9011
"City of Humboldt, Tennessee (Utility Company)",9023
"City of Hunnewell, Missouri (Utility Company)",9025
"City of Huntingburg, Indiana (Utility Company)",9088
"City of Huntsville, Alabama (Utility Company)",9094
"City of Idaho Falls, Idaho (Utility Company)",9187
"City of Imperial, Nebraska (Utility Company)",9217
"City of Independence, Iowa (Utility Company)",9230
"City of Independence, Missouri (Utility Company)",9231
"City of Indianola, Nebraska (Utility Company)",9274
"City of Iola, Kansas (Utility Company)",9418
"City of Isabel, Kansas (Utility Company)",9463
"City of Itta Bena, Mississippi (Utility Company)",9472
"City of Iuka, Kansas (Utility Company)",9541
"City of Jackson, Georgia (Utility Company)",9573
"City of Jackson, Minnesota (Utility Company)",9599
"City of Jackson, Missouri (Utility Company)",9603
"City of Jackson, Ohio (Utility Company)",9598
"City of Jackson, Tennessee (Utility Company)",9612
"City of Janesville, Minnesota (Utility Company)",9650
"City of Jasper, Indiana (Utility Company)",9667
"City of Jasper, Texas (Utility Company)",9664
"City of Jellico, Tennessee (Utility Company)",9697
"City of Jetmore, Kansas (Utility Company)",9732
"City of Jewett City, Connecticut (Utility Company)",9734
"City of Johnson City, Tennessee (Utility Company)",9777
"City of Johnson, Kansas (Utility Company)",9776
"City of Jonesville, Louisiana (Utility Company)",9880
"City of Julesburg, Colorado (Utility Company)",9928
"City of Kahoka, Missouri (Utility Company)",9973
"City of Kandiyohi, Minnesota (Utility Company)",9998
"City of Kansas City, Kansas (Utility Company)",9996
"City of Kaplan, Louisiana (Utility Company)",10025
"City of Kasota, Minnesota (Utility Company)",10037
"City of Kasson, Minnesota (Utility Company)",10040
"City of Kaukauna, Wisconsin (Utility Company)",10056
"City of Kennett, Missouri (Utility Company)",10152
"City of Key West, Florida (Utility Company)",10226
"City of Kiel, Wisconsin (Utility Company)",10243
"City of Kimball, Nebraska (Utility Company)",10260
"City of Kimballton, Iowa (Utility Company)",10265
"City of King Cove, Alaska (Utility Company)",9897
"City of Kingfisher, Oklahoma (Utility Company)",10320
"City of Kingman, Kansas (Utility Company)",10321
"City of Kings Mountain, North Carolina (Utility Company)",10324
"City of Kinston, North Carolina (Utility Company)",10345
"City of Kiowa, Kansas (Utility Company)",10351
"City of Kirkwood, Missouri (Utility Company)",10370
"City of Kosciusko, Mississippi (Utility Company)",10447
"City of La Crosse, Kansas (Utility Company)",10559
"City of La Grange, Georgia (Utility Company)",10585
"City of La Grange, Texas (Utility Company)",10532
"City of La Harpe, Kansas (Utility Company)",10533
"City of La Junta, Colorado (Utility Company)",10536
"City of La Plata, Missouri (Utility Company)",10538
"City of LaFayette, Georgia (Utility Company)",10571
"City of LaFollette, Tennessee (Utility Company)",10579
"City of Lafayette, Alabama (Utility Company)",10570
"City of Lafayette, Louisiana (Utility Company)",9096
"City of Lake City, Minnesota (Utility Company)",10595
"City of Lake Crystal, Minnesota (Utility Company)",10596
"City of Lake Mills, Iowa (Utility Company)",10606
"City of Lake Park, Iowa (Utility Company)",10608
"City of Lake Park, Minnesota (Utility Company)",10609
"City of Lake View, Iowa (Utility Company)",10617
"City of Lake Worth, Florida (Utility Company)",10620
"City of Lakefield, Minnesota (Utility Company)",10622
"City of Lakeland, Florida (Utility Company)",10623
"City of Lakin, Kansas (Utility Company)",10628
"City of Lakota, North Dakota (Utility Company)",10629
"City of Lamar, Colorado (Utility Company)",10633
"City of Lamar, Missouri (Utility Company)",10057
"City of Lamoni, Iowa (Utility Company)",10650
"City of Lampasas, Texas (Utility Company)",10656
"City of Lanett, Alabama (Utility Company)",10687
"City of Lansing, Michigan (Utility Company)",10704
"City of Larchwood, Iowa (Utility Company)",10706
"City of Larned, Kansas (Utility Company)",10713
"City of Larsen Bay, Alaska (Utility Company)",10716
"City of Las Animas, Colorado (Utility Company)",10730
"City of Laurel, Nebraska (Utility Company)",10760
"City of Laurens, Iowa (Utility Company)",10769
"City of Laurens, South Carolina (Utility Company)",21526
"City of Laurinburg, North Carolina (Utility Company)",10770
"City of Lawler, Iowa (Utility Company)",10784
"City of Lawrenceburg, Tennessee (Utility Company)",10799
"City of Lawrenceville, Georgia (Utility Company)",10800
"City of Le Sueur, Minnesota (Utility Company)",10814
"City of Lebanon, Indiana (Utility Company)",9613
"City of Lebanon, Missouri (Utility Company)",10832
"City of Lebanon, Ohio (Utility Company)",10830
"City of Leesburg, Florida (Utility Company)",10868
"City of Lehigh, Iowa (Utility Company)",10881
"City of Leland, Mississippi (Utility Company)",10892
"City of Lenoir, Tennessee (Utility Company)",10906
"City of Lenox, Iowa (Utility Company)",10908
"City of Lewes, Delaware (Utility Company)",10935
"City of Lewisburg, Tennessee (Utility Company)",10960
"City of Lewisville, Indiana (Utility Company)",10961
"City of Lexington, Nebraska (Utility Company)",10967
"City of Lexington, North Carolina (Utility Company)",10966
"City of Lexington, Oklahoma (Utility Company)",10970
"City of Lexington, Tennessee (Utility Company)",10968
"City of Lexington, Texas (Utility Company)",10969
"City of Liberal, Missouri (Utility Company)",10977
"City of Liberty, Texas (Utility Company)",10982
"City of Lincoln Center, Kansas (Utility Company)",11017
"City of Lincolnton, North Carolina (Utility Company)",11035
"City of Lindsay, Oklahoma (Utility Company)",11058
"City of Lindsborg, Kansas (Utility Company)",11040
"City of Linneus, Missouri (Utility Company)",10767
"City of Linton, Indiana (Utility Company)",11055
"City of Livermore, Iowa (Utility Company)",11093
"City of Livingston, Texas (Utility Company)",11097
"City of Llano, Texas (Utility Company)",11103
"City of Lockhart, Texas (Utility Company)",11119
"City of Lodgepole, Nebraska (Utility Company)",11122
"City of Lodi, California (Utility Company)",11124
"City of Lodi, Wisconsin (Utility Company)",11125
"City of Logan, Utah (Utility Company)",11135
"City of Logansport, Indiana (Utility Company)",11142
"City of Lompoc, California (Utility Company)",11148
"City of Long Grove, Iowa (Utility Company)",11141
"City of Longmont, Colorado (Utility Company)",11187
"City of Loveland, Colorado (Utility Company)",11256
"City of Lowell, Michigan (Utility Company)",11268
"City of Lubbock, Texas (Utility Company)",11292
"City of Lucas, Kansas (Utility Company)",11299
"City of Luling, Texas (Utility Company)",11316
"City of Lumberton, North Carolina (Utility Company)",11318
"City of Luray, Kansas (Utility Company)",11306
"City of Luverne, Alabama (Utility Company)",11333
"City of Luverne, Minnesota (Utility Company)",11332
"City of Lyons, Nebraska (Utility Company)",11372
"City of Mabel, Minnesota (Utility Company)",11424
"City of Macon, Mississippi (Utility Company)",11458
"City of Macon, Missouri (Utility Company)",11460
"City of Maddock, North Dakota (Utility Company)",11470
"City of Madelia, Minnesota (Utility Company)",29305
"City of Madison, Minnesota (Utility Company)",11482
"City of Madison, Nebraska (Utility Company)",11481
"City of Madison, South Dakota (Utility Company)",11475
"City of Malden, Missouri (Utility Company)",11540
"City of Manassas, Virginia (Utility Company)",11560
"City of Mangum, Oklahoma (Utility Company)",11566
"City of Manitou, Oklahoma (Utility Company)",11541
"City of Mankato, Kansas (Utility Company)",11572
"City of Manning, Iowa (Utility Company)",11581
"City of Manokotak, Alaska (Utility Company)",26317
"City of Mansfield, Georgia (Utility Company)",11587
"City of Mansfield, Missouri (Utility Company)",11585
"City of Manti, Utah (Utility Company)",11588
"City of Mapleton, Iowa (Utility Company)",11609
"City of Maquoketa, Iowa (Utility Company)",11611
"City of Marathon, Iowa (Utility Company)",10172
"City of Marblehead, Massachusetts (Utility Company)",11624
"City of Marceline, Missouri (Utility Company)",11626
"City of Marietta, Georgia (Utility Company)",11646
"City of Marion, Kansas (Utility Company)",11658
"City of Marlow, Oklahoma (Utility Company)",11691
"City of Marquette, Michigan (Utility Company)",11701
"City of Marshall, Illinois (Utility Company)",11736
"City of Marshall, Michigan (Utility Company)",11713
"City of Marshall, Minnesota (Utility Company)",11731
"City of Marshall, Missouri (Utility Company)",11732
"City of Marshfield, Wisconsin (Utility Company)",11740
"City of Martinsville, Virginia (Utility Company)",11770
"City of Mascoutah, Illinois (Utility Company)",11790
"City of Mason, Texas (Utility Company)",11793
"City of Mayfield Plant Board, Kentucky (Utility Company)",11871
"City of McCleary, Washington (Utility Company)",11965
"City of McGregor, Iowa (Utility Company)",12114
"City of McLaughlin, South Dakota (Utility Company)",3633
"City of McLeansboro, Illinois (Utility Company)",12167
"City of McMinnville, Oregon (Utility Company)",12187
"City of McPherson, Kansas (Utility Company)",12208
"City of Meade, Kansas (Utility Company)",12242
"City of Meadville, Missouri (Utility Company)",12292
"City of Medford, Wisconsin (Utility Company)",12265
"City of Memphis, Missouri (Utility Company)",12294
"City of Memphis, Tennessee (Utility Company)",12293
"City of Menasha, Wisconsin (Utility Company)",12298
"City of Mendon, Ohio (Utility Company)",12302
"City of Mesa, Arizona (Utility Company)",12351
"City of Metropolis, Illinois (Utility Company)",12388
"City of Miami, Oklahoma (Utility Company)",12408
"City of Milan, Missouri (Utility Company)",12531
"City of Milan, Tennessee (Utility Company)",12532
"City of Milford, Delaware (Utility Company)",12540
"City of Milford, Iowa (Utility Company)",12541
"City of Miller, South Dakota (Utility Company)",12580
"City of Milton, Washington (Utility Company)",12616
"City of Milton-Freewater, Oregon (Utility Company)",12615
"City of Minden, Louisiana (Utility Company)",12625
"City of Minden, Nebraska (Utility Company)",12626
"City of Mindenmines, Missouri (Utility Company)",12627
"City of Minidoka, Idaho (Utility Company)",12609
"City of Minneapolis, Kansas (Utility Company)",21533
"City of Mishawaka, Indiana (Utility Company)",12674
"City of Mitchell, Nebraska (Utility Company)",12717
"City of Monett, Missouri (Utility Company)",12782
"City of Monmouth, Oregon (Utility Company)",12789
"City of Monroe City, Missouri (Utility Company)",12802
"City of Monroe, Georgia (Utility Company)",12800
"City of Monroe, North Carolina (Utility Company)",12801
"City of Monroe, Utah (Utility Company)",12797
"City of Montezuma, Iowa (Utility Company)",12839
"City of Montezuma, Kansas (Utility Company)",12838
"City of Monticello, Georgia (Utility Company)",12851
"City of Moore Haven, Florida (Utility Company)",12876
"City of Mooreland, Oklahoma (Utility Company)",12892
"City of Moorhead, Minnesota (Utility Company)",12894
"City of Mora, Minnesota (Utility Company)",12900
"City of Moran, Kansas (Utility Company)",12909
"City of Moreno Valley,, California (Utility Company)",55787
"City of Morgan City, Louisiana (Utility Company)",12927
"City of Morgan City, Utah (Utility Company)",12928
"City of Morganton, North Carolina (Utility Company)",12944
"City of Morrill, Kansas (Utility Company)",12896
"City of Morristown, Tennessee (Utility Company)",12988
"City of Moulton, Texas (Utility Company)",13025
"City of Moultrie, Georgia (Utility Company)",13026
"City of Moundridge, Kansas (Utility Company)",13029
"City of Mount Dora, Florida (Utility Company)",13033
"City of Mount Hope, Kansas (Utility Company)",13035
"City of Mount Vernon, Missouri (Utility Company)",13040
"City of Mountain Iron, Minnesota (Utility Company)",13044
"City of Mountain Lake, Minnesota (Utility Company)",13048
"City of Mountain View, Missouri (Utility Company)",13057
"City of Mt Pleasant, Iowa (Utility Company)",13038
"City of Mt Pleasant, Tennessee (Utility Company)",13039
"City of Mt Pleasant, Utah (Utility Company)",13037
"City of Mulberry, Kansas (Utility Company)",11206
"City of Mulvane, Kansas (Utility Company)",13095
"City of Murfreesboro, Tennessee (Utility Company)",13119
"City of Murray, Kentucky (Utility Company)",13138
"City of Murray, Utah (Utility Company)",13137
"City of Muscle Shoals, Alabama (Utility Company)",13144
"City of Muscotah, Kansas (Utility Company)",11207
"City of Naperville, Illinois (Utility Company)",13208
"City of Napoleon, Ohio (Utility Company)",13209
"City of Nashwauk, Minnesota (Utility Company)",13219
"City of Natchitoches, Louisiana (Utility Company)",13228
"City of Nebraska City, Nebraska (Utility Company)",13334
"City of Needles, California (Utility Company)",13149
"City of Negaunee, Michigan (Utility Company)",13352
"City of Neligh, Nebraska (Utility Company)",13233
"City of Nelson, Nebraska (Utility Company)",13375
"City of Neodesha, Kansas (Utility Company)",13380
"City of Neola, Iowa (Utility Company)",13382
"City of New Albany, Mississippi (Utility Company)",13412
"City of New Bern, North Carolina (Utility Company)",13416
"City of New Braunfels, Texas (Utility Company)",13418
"City of New Hampton, Iowa (Utility Company)",13444
"City of New Holstein, Wisconsin (Utility Company)",13448
"City of New Lisbon, Wisconsin (Utility Company)",13466
"City of New Madrid, Missouri (Utility Company)",13470
"City of New Martinsville, West Virginia (Utility Company)",13471
"City of New Richmond, Wisconsin (Utility Company)",13481
"City of New Roads, Louisiana (Utility Company)",13483
"City of New Ross, Indiana (Utility Company)",13782
"City of New Smyrna Beach, Florida (Utility Company)",13485
"City of Newark, Delaware (Utility Company)",13519
"City of Newbern, Tennessee (Utility Company)",13437
"City of Newberry, Florida (Utility Company)",13521
"City of Newberry, South Carolina (Utility Company)",13523
"City of Newburg, Missouri (Utility Company)",13527
"City of Newfolden, Minnesota (Utility Company)",13495
"City of Newkirk, Oklahoma (Utility Company)",13530
"City of Newport, Tennessee (Utility Company)",13550
"City of Newton Falls, Ohio (Utility Company)",13563
"City of Newton, Illinois (Utility Company)",13560
"City of Newton, North Carolina (Utility Company)",13561
"City of Newton, Texas (Utility Company)",13603
"City of Nicholasville, Kentucky (Utility Company)",13577
"City of Nielsville, Minnesota (Utility Company)",13465
"City of Niles, Michigan (Utility Company)",13604
"City of Niles, Ohio (Utility Company)",13602
"City of Nixa, Missouri (Utility Company)",3634
"City of Norcross, Georgia (Utility Company)",13646
"City of North Little Rock, Arkansas (Utility Company)",13718
"City of North Platte, Nebraska (Utility Company)",13725
"City of North St Paul, Minnesota (Utility Company)",13730
"City of Northwood, North Dakota (Utility Company)",13816
"City of Norton, Kansas (Utility Company)",13819
"City of Norway, Michigan (Utility Company)",13826
"City of Norwich, Connecticut (Utility Company)",13831
"City of Norwood, Massachusetts (Utility Company)",13839
"City of Oak Ridge, Tennessee (Utility Company)",13933
"City of Oberlin, Kansas (Utility Company)",13948
"City of Oberlin, Ohio (Utility Company)",13949
"City of Ocala, Florida (Utility Company)",13955
"City of Odessa, Missouri (Utility Company)",13971
"City of Ogden, Iowa (Utility Company)",13990
"City of Oglesby, Illinois (Utility Company)",13993
"City of Okolona, Mississippi (Utility Company)",14078
"City of Olive Hill, Kentucky (Utility Company)",14103
"City of Olivia, Minnesota (Utility Company)",14107
"City of Olustee, Oklahoma (Utility Company)",13966
"City of Onawa, Iowa (Utility Company)",14132
"City of Onida, South Dakota (Utility Company)",14138
"City of Opelika, Alabama (Utility Company)",14146
"City of Opp, Alabama (Utility Company)",14151
"City of Orange City, Iowa (Utility Company)",14159
"City of Orangeburg, South Carolina (Utility Company)",14164
"City of Ord, Nebraska (Utility Company)",14172
"City of Orient, Iowa (Utility Company)",14166
"City of Orlando, Oklahoma (Utility Company)",14176
"City of Orrville, Ohio (Utility Company)",14194
"City of Ortonville, Minnesota (Utility Company)",14196
"City of Osage City, Kansas (Utility Company)",14199
"City of Osage, Iowa (Utility Company)",14201
"City of Osawatomie, Kansas (Utility Company)",14203
"City of Osborne, Kansas (Utility Company)",14214
"City of Osceola, Arkansas (Utility Company)",14216
"City of Osceola, Missouri (Utility Company)",40383
"City of Ottawa, Kansas (Utility Company)",14229
"City of Ouzinkie, Alaska (Utility Company)",14234
"City of Owatonna, Minnesota (Utility Company)",14246
"City of Owensboro, Kentucky (Utility Company)",14268
"City of Owensville, Missouri (Utility Company)",14272
"City of Oxford, Georgia (Utility Company)",40369
"City of Oxford, Kansas (Utility Company)",14276
"City of Oxford, Mississippi (Utility Company)",14275
"City of Paducah, Kentucky (Utility Company)",14371
"City of Painesville, Ohio (Utility Company)",14381
"City of Palmetto, Georgia (Utility Company)",14396
"City of Palmyra, Missouri (Utility Company)",14400
"City of Palo Alto, California (Utility Company)",14401
"City of Panora, Iowa (Utility Company)",14433
"City of Paris, Arkansas (Utility Company)",14460
"City of Paris, Kentucky (Utility Company)",14459
"City of Paris, Missouri (Utility Company)",14456
"City of Paris, Tennessee (Utility Company)",14455
"City of Park River, North Dakota (Utility Company)",14474
"City of Parker, South Dakota (Utility Company)",14489
"City of Pasadena, California (Utility Company)",14534
"City of Paton, Iowa (Utility Company)",14473
"City of Paullina, Iowa (Utility Company)",14577
"City of Pawhuska, Oklahoma (Utility Company)",14582
"City of Pawnee, Oklahoma (Utility Company)",14583
"City of Peabody, Massachusetts (Utility Company)",14605
"City of Pella, Iowa (Utility Company)",14645
"City of Pender, Nebraska (Utility Company)",14656
"City of Perry, Missouri (Utility Company)",14806
"City of Perry, Oklahoma (Utility Company)",14829
"City of Peru, Illinois (Utility Company)",14840
"City of Peru, Indiana (Utility Company)",14839
"City of Petersburg, Alaska (Utility Company)",14856
"City of Peterson, Minnesota (Utility Company)",14841
"City of Petoskey, Michigan (Utility Company)",14867
"City of Philadelphia, Mississippi (Utility Company)",14947
"City of Piedmont, Alabama (Utility Company)",15022
"City of Pierce, Nebraska (Utility Company)",15039
"City of Pierre, South Dakota (Utility Company)",15040
"City of Pierz, Minnesota (Utility Company)",15041
"City of Piggott, Arkansas (Utility Company)",15043
"City of Pine Bluffs, Wyoming (Utility Company)",15051
"City of Pioche, Nevada (Utility Company)",15075
"City of Piqua, Ohio (Utility Company)",15095
"City of Plainview, Nebraska (Utility Company)",15132
"City of Plankinton, South Dakota (Utility Company)",15134
"City of Plaquemine, Louisiana (Utility Company)",15137
"City of Plattsburgh, New York (Utility Company)",15145
"City of Plummer, Idaho (Utility Company)",15297
"City of Plymouth, Wisconsin (Utility Company)",15159
"City of Pocahontas, Iowa (Utility Company)",15180
"City of Pomona, Kansas (Utility Company)",15201
"City of Ponca City, Oklahoma (Utility Company)",15202
"City of Pond Creek, Oklahoma (Utility Company)",15923
"City of Poplar Bluff, Missouri (Utility Company)",15229
"City of Port Angeles, Washington (Utility Company)",15231
"City of Portland, Michigan (Utility Company)",15246
"City of Powell, Wyoming (Utility Company)",15294
