,county_name,state_id,Electricity
702,Crow Wing,MN,"{'Crow Wing Cooperative Power & Light Comp', 'Brainerd Public Utilities', 'Mille Lacs Energy Cooperative', 'ALLETE, Inc.'}"
703,Crowley,CO,"{'Black Hills/Colorado Elec.Util', 'Public Service Co of Colorado', 'Mountain View Elec Assn, Inc', 'Southeast Colorado Power Assn'}"
704,Culberson,TX,"{'El Paso Electric Co', 'Rio Grande Electric Coop, Inc', 'Oncor Electric Delivery Company LLC'}"
705,Culebra,PR,{'Puerto Rico Electric Pwr Authority'}
706,Cullman,AL,"{'Alabama Power Co', 'Cullman Power Board', 'Cullman Electric Coop, Inc', 'Arab Electric Coop Inc'}"
707,Culpeper,VA,"{'Virginia Electric & Power Co', 'Town of Culpeper- (VA)', 'Rappahannock Electric Coop'}"
708,Cumberland,IL,"{'Ameren Illinois Company', 'Coles-Moultrie Electric Coop', 'Shelby Electric Coop, Inc', 'Norris Electric Coop', 'Village of Greenup - (IL)'}"
709,Cumberland,KY,"{'Tri-County Elec Member Corp', 'South Kentucky Rural E C C', 'Taylor County Rural E C C'}"
710,Cumberland,ME,{'Central Maine Power Co'}
711,Cumberland,NC,"{'Lumbee River Elec Member Corp', 'South River Elec Member Corp', 'Duke Energy Progress - (NC)', 'Public Works Comm-City of Fayetteville'}"
712,Cumberland,NJ,"{'Atlantic City Electric Co', 'City of Vineland - (NJ)'}"
713,Cumberland,PA,"{'Adams Electric Cooperative Inc', 'Metropolitan Edison Co', 'Pennsylvania Electric Co', 'PPL Electric Utilities Corp'}"
714,Cumberland,TN,{'Volunteer Electric Coop'}
715,Cumberland,VA,"{'Central Virginia Electric Coop', 'Southside Electric Coop, Inc', 'Virginia Electric & Power Co'}"
716,Cuming,NE,"{'Stanton County Public Pwr Dist', 'Burt County Public Power Dist', 'Cuming County Public Pwr Dist', 'City of West Point - (NE)', 'City of Wisner'}"
717,Currituck,NC,"{'Virginia Electric & Power Co', 'Albemarle Electric Member Corp'}"
718,Curry,NM,"{'Roosevelt County Elec Coop Inc', 'Farmers Electric Coop, Inc - (NM)', 'Southwestern Public Service Co'}"
719,Curry,OR,"{'Coos-Curry Electric Coop, Inc', 'City of Bandon - (OR)'}"
720,Custer,CO,"{'Sangre De Cristo Elec Assn Inc', 'Public Service Co of Colorado', 'WAPA-- Western Area Power Administration', 'San Isabel Electric Assn, Inc', 'Black Hills/Colorado Elec.Util'}"
721,Custer,ID,"{'Lost River Electric Coop Inc', 'Salmon River Electric Coop Inc'}"
722,Custer,MT,"{'Southeast Electric Coop, Inc', 'WAPA-- Western Area Power Administration', 'Montana-Dakota Utilities Co', 'McCone Electric Coop Inc', 'Tongue River Electric Coop Inc', 'Mid-Yellowstone Elec Coop, Inc'}"
723,Custer,NE,"{'Loup Valleys Rural P P D', 'City of Ansley - (NE)', 'Village of Arnold - (NE)', 'City of Sargent - (NE)', 'Village of Callaway - (NE)', 'City of Broken Bow - (NE)', 'Custer Public Power District'}"
724,Custer,OK,"{'Northfork Electric Coop, Inc', 'CKenergy Electric Cooperative', 'Cimarron Electric Coop', 'Public Service Co of Oklahoma', 'Oklahoma Gas & Electric Co'}"
725,Custer,SD,"{'Black Hills Electric Coop, Inc', 'WAPA-- Western Area Power Administration', 'Black Hills Power, Inc. d/b/a'}"
726,Cuyahoga,OH,"{'Ohio Edison Co', 'Cleveland Electric Illum Co', 'City of Cleveland - (OH)'}"
727,Dade,GA,"{'City of Chattanooga - (TN)', 'Georgia Power Co'}"
728,Dade,MO,"{'KCP&L Greater Missouri Operations Co.', 'Southwest Electric Coop, Inc', 'Ozark Electric Coop Inc - (MO)', 'Lockwood Water & Light Company', 'Sac-Osage Electric Coop Inc', 'Empire District Electric Co', 'Barton County Elec Coop, Inc'}"
729,Daggett,UT,"{'Moon Lake Electric Assn Inc', 'WAPA-- Western Area Power Administration', 'Bridger Valley Elec Assn, Inc'}"
730,Dakota,MN,"{'Minnesota Valley Electric Coop', 'Dakota Electric Association', 'Goodhue County Coop Elec Assn', 'Northern States Power Co - Minnesota'}"
731,Dakota,NE,"{'City of South Sioux City', 'WAPA-- Western Area Power Administration', 'Nebraska Public Power District', 'City of Emerson - (NE)', 'Northeast Power'}"
732,Dale,AL,"{'Alabama Power Co', 'South Alabama Elec Coop, Inc', 'Pea River Electric Coop', 'Wiregrass Electric Coop, Inc', 'City of Dothan - (AL)', 'Covington Electric Coop, Inc'}"
733,Dallam,TX,"{'Southwestern Public Service Co', 'Southwestern Electric Coop Inc - (NM)', 'Rita Blanca Electric Coop, Inc', 'Tri-County Electric Coop, Inc'}"
734,Dallas,AL,"{'Alabama Power Co', 'Central Alabama Electric Coop', 'Pioneer Electric Coop, Inc - (AL)', 'Black Warrior Elec Member Corp'}"
735,Dallas,AR,"{'Ouachita Electric Coop Corp', 'C & L Electric Coop Corp', 'South Central Ark El Coop, Inc', 'Entergy Arkansas Inc'}"
736,Dallas,IA,"{'Guthrie County Rural E C A', 'Midland Power Coop', 'Interstate Power and Light Co', 'MidAmerican Energy Co', 'Waverly Municipal Elec Utility'}"
737,Dallas,MO,"{'Laclede Electric Coop, Inc', 'Empire District Electric Co', 'Webster Electric Coop', 'Southwest Electric Coop, Inc'}"
738,Dallas,TX,"{'Texas-New Mexico Power Co', 'Trinity Valley Elec Coop Inc', 'City of Garland - (TX)', 'Farmers Electric Coop, Inc - (TX)', 'Oncor Electric Delivery Company LLC', 'HILCO Electric Cooperative, Inc.'}"
739,Dane,WI,"{'Village of Waunakee - (WI)', 'Adams-Columbia Electric Coop', 'Village of Black Earth - (WI)', 'Rock Energy Cooperative', 'Wisconsin Power & Light Co', 'WPPI Energy', 'Sun Prairie Utilities', 'Madison Gas & Electric Co', 'City of Stoughton - (WI)', 'Village of Mt. Horeb - (WI)', 'Village of Mazomanie - (WI)', 'Wisconsin Electric Power Co'}"
740,Daniels,MT,"{'Montana-Dakota Utilities Co', 'NorVal Electric Cooperative, Inc', 'Sheridan Electric Coop, Inc'}"
741,Danville City,VA,{'City of Danville - (VA)'}
742,Dare,NC,"{'Virginia Electric & Power Co', 'Tideland Electric Member Corp', 'Cape Hatteras Elec Member Corp'}"
743,Darke,OH,"{'Village of Versailles - (OH)', 'City of Arcanum - (OH)', 'Ohio Power Co', 'Pioneer Rural Elec Coop, Inc - (OH)', 'Dayton Power & Light Co', 'Darke Rural Electric Coop, Inc', 'Midwest Electric, Inc'}"
744,Darlington,SC,"{'Pee Dee Electric Coop, Inc', 'Duke Energy Progress - (NC)'}"
745,Dauphin,PA,"{'Metropolitan Edison Co', 'PPL Electric Utilities Corp', 'Borough of Middletown - (PA)', 'Borough of Royalton - (PA)'}"
746,Davidson,NC,"{'City of Lexington - (NC)', 'Town of High Point', 'Duke Energy Carolinas, LLC', 'EnergyUnited Elec Member Corp'}"
747,Davidson,TN,{'Nashville Electric Service'}
748,Davie,NC,"{'EnergyUnited Elec Member Corp', 'Duke Energy Carolinas, LLC'}"
749,Daviess,IN,"{'Duke Energy Indiana, LLC', 'Utilities Dist-Western IN REMC', 'Indianapolis Power & Light Co', 'Daviess Martin County R E M C', 'City of Washington - (IN)'}"
750,Daviess,KY,"{'Kentucky Utilities Co', 'City of Owensboro - (KY)', 'Kenergy Corp'}"
751,Daviess,MO,"{'KCP&L Greater Missouri Operations Co.', 'Grundy Electric Coop, Inc', 'City of Gallatin - (MO)', 'Farmers Electric Coop, Inc - (MO)', 'Union Electric Co - (MO)', 'United Electric Coop, Inc - (MO)'}"
752,Davis,IA,"{'Southern Iowa Elec Coop, Inc', 'Chariton Valley Elec Coop, Inc', 'Access Energy Coop', 'City of Bloomfield - (IA)', 'Interstate Power and Light Co'}"
753,Davis,UT,"{'PacifiCorp', 'Kaysville City Corporation', 'City of Bountiful'}"
754,Davison,SD,"{'WAPA-- Western Area Power Administration', 'NorthWestern Energy - (SD)', 'Central Electric Coop, Inc - (SD)', 'Douglas Electric Coop, Inc'}"
755,Dawes,NE,"{'Niobrara Electric Assn, Inc', 'WAPA-- Western Area Power Administration', 'Northwest Rural Pub Pwr Dist', 'Nebraska Public Power District'}"
756,Dawson,GA,"{'Amicalola Electric Member Corp', 'Sawnee Electric Membership Corporation', 'Georgia Power Co'}"
757,Dawson,MT,"{'WAPA-- Western Area Power Administration', 'Montana-Dakota Utilities Co', 'Goldenwest Electric Coop, Inc', 'McCone Electric Coop Inc', 'Tongue River Electric Coop Inc', 'Lower Yellowstone R E A, Inc'}"
758,Dawson,NE,"{'Dawson Power District', 'City of Lexington - (NE)', 'Cozad Board of Public Works', 'Southern Public Power District', 'Custer Public Power District', 'City of Gothenburg - (NE)'}"
759,Dawson,TX,"{'Lyntegar Electric Coop, Inc', 'Sharyland Utilities LP', 'Southwestern Public Service Co', 'Oncor Electric Delivery Company LLC'}"
760,Day,SD,"{'WAPA-- Western Area Power Administration', 'Northern Electric Coop, Inc', 'Otter Tail Power Co', 'Codington-Clark Elec Coop, Inc', 'NorthWestern Energy - (SD)', 'Lake Region Electric Assn, Inc - (SD)'}"
761,De Baca,NM,"{'Farmers Electric Coop, Inc - (NM)', 'Central New Mexico El Coop, Inc', 'Roosevelt County Elec Coop Inc'}"
762,DeKalb,AL,"{'Sand Mountain Electric Coop', 'Cherokee Electric Coop', 'Marshall-De Kalb Electric Coop', 'Fort Payne Improvement Authority'}"
763,DeKalb,GA,"{'Snapping Shoals El Member Corp', 'Georgia Power Co', 'City of Norcross- (GA)', 'Walton Electric Member Corp'}"
764,DeKalb,IL,{'Commonwealth Edison Co'}
765,DeKalb,IN,"{'City of Garrett', 'Noble County R E M C', 'Northern Indiana Pub Serv Co', 'Indiana Michigan Power Co', 'Steuben County Rural E M C', 'City of Auburn - (IN)'}"
766,DeKalb,MO,"{'KCP&L Greater Missouri Operations Co.', 'Farmers Electric Coop, Inc - (MO)', 'Union Electric Co - (MO)', 'City of Cameron', 'United Electric Coop, Inc - (MO)', 'Platte-Clay Electric Coop, Inc'}"
767,DeKalb,TN,"{'City of Smithville - (TN)', 'Upper Cumberland E M C', 'Caney Fork Electric Coop, Inc', 'Middle Tennessee E M C'}"
768,DeSoto,FL,"{'Florida Power & Light Co', 'Peace River Electric Coop, Inc'}"
769,DeSoto,LA,"{'Cleco Power LLC', 'Southwestern Electric Power Co', 'Panola-Harrison Elec Coop, Inc'}"
770,DeSoto,MS,"{'Northcentral Mississippi E P A', 'Coahoma Electric Power Assn', 'Entergy Mississippi Inc'}"
771,DeWitt,IL,"{'Ameren Illinois Company', 'Corn Belt Energy Corporation', 'City of Farmer City - (IL)'}"
772,DeWitt,TX,"{'City of Cuero - (TX)', 'Guadalupe Valley Elec Coop Inc', 'Karnes Electric Coop Inc', 'City of Yoakum - (TX)', 'Victoria Electric Coop, Inc', 'AEP Texas Central Company'}"
773,Deaf Smith,TX,"{'Southwestern Public Service Co', 'Farmers Electric Coop, Inc - (NM)', 'Deaf Smith Electric Coop, Inc'}"
774,Dearborn,IN,"{'Southeastern Indiana R E M C', 'Whitewater Valley Rural EMC', 'City of Greendale', 'Duke Energy Indiana, LLC', 'City of Rising Sun - (IN)', 'Lawrenceburg Municipal Utils'}"
775,Decatur,GA,"{'Grady Electric Membership Corp', 'Town of Brinson - (GA)', 'Georgia Power Co', 'Mitchell Electric Member Corp', 'Three Notch Elec Member Corp'}"
776,Decatur,IA,"{'Grundy Electric Coop, Inc', 'City of Lamoni - (IA)', 'Clarke Electric Coop Inc - (IA)', 'Southwest Iowa Rural Elec Coop', 'Interstate Power and Light Co'}"
777,Decatur,IN,"{'Decatur County Rural E M C', 'Duke Energy Indiana, LLC', 'RushShelby Energy', 'Bartholomew County Rural E M C'}"
778,Decatur,KS,"{'Midwest Energy Inc', 'Prairie Land Electric Coop Inc', 'City of Oberlin - (KS)'}"
779,Decatur,TN,{'City of Lexington - (TN)'}
780,Deer Lodge,MT,"{'NorthWestern Energy LLC - (MT)', 'Vigilante Electric Coop, Inc'}"
781,Defiance,OH,"{'City of Bryan - (OH)', 'Ohio Power Co', 'Paulding-Putman Elec Coop, Inc', 'North Western Elec Coop, Inc', 'The Toledo Edison Co'}"
782,Del Norte,CA,{'PacifiCorp'}
783,Delaware,IA,"{'City of Earlville - (IA)', 'City of Hopkinton - (IA)', 'Interstate Power and Light Co', 'Allamakee-Clayton El Coop, Inc', 'East-Central Iowa Rural Elec Coop', 'Maquoketa Valley Rrl Elec Coop'}"
784,Delaware,IN,"{'Duke Energy Indiana, LLC', 'Henry County Rural E M C', 'Indiana Michigan Power Co', 'Jay County Rural E M C'}"
785,Delaware,NY,"{'Delaware County Elec Coop Inc', 'New York State Elec & Gas Corp'}"
786,Delaware,OH,"{'Ohio Edison Co', 'Licking Rural Electric Inc', 'Consolidated Electric Coop Inc', 'Ohio Power Co', 'Prospect Corporation', 'City of Westerville - (OH)', 'Union Rural Electric Coop, Inc', 'Dayton Power & Light Co'}"
787,Delaware,OK,"{'Northeast Oklahoma Electric Co', 'Empire District Electric Co', 'Public Service Co of Oklahoma', 'Lake Region Electric Coop, Inc - (OK)', 'Ozarks Electric Coop Corp - (AR)'}"
788,Delaware,PA,{'PECO Energy Co'}
789,Delta,CO,"{'Public Service Co of Colorado', 'WAPA-- Western Area Power Administration', 'Grand Valley Power', 'Delta Montrose Electric Assn', 'City of Delta - (CO)'}"
790,Delta,MI,"{'Alger-Delta Coop Electric Assn', 'City of Escanaba', 'City of Gladstone', 'Upper Peninsula Power Company', 'WPPI Energy', 'Cloverland Electric Co-op', 'Wisconsin Electric Power Co'}"
791,Delta,TX,"{'Lamar County Elec Coop Assn', 'Farmers Electric Coop, Inc - (TX)', 'Oncor Electric Delivery Company LLC'}"
792,Denali,AK,{'Golden Valley Elec Assn Inc'}
793,Dent,MO,"{'City of Salem - (MO)', 'Intercounty Electric Coop Assn', 'Black River Electric Coop - (MO)', 'Crawford Electric Coop, Inc'}"
794,Denton,TX,"{'City of Denton - (TX)', 'Texas-New Mexico Power Co', 'Wise Electric Coop Inc', 'Denton County Elec Coop, Inc', 'Oncor Electric Delivery Company LLC', 'Tri-County Electric Coop, Inc', 'City of Sanger - (TX)', 'Cooke County Elec Coop Assn'}"
795,Denver,CO,{'Public Service Co of Colorado'}
796,Des Moines,IA,"{'City of Danville - (IA)', 'Access Energy Coop', 'New London Municipal Utilities', 'Interstate Power and Light Co', 'Eastern Iowa Light & Power Coop'}"
797,Deschutes,OR,"{'Midstate Electric Coop, Inc', 'Harney Electric Coop, Inc', 'Central Electric Coop Inc - (OR)', 'PacifiCorp'}"
798,Desha,AR,"{'C & L Electric Coop Corp', 'Entergy Arkansas Inc'}"
799,Deuel,NE,"{'Highline Electric Assn', 'City of Chappell - (NE)', 'Wheat Belt Public Power Dist', 'WAPA-- Western Area Power Administration', 'Nebraska Public Power District'}"
800,Deuel,SD,"{'H-D Electric Coop Inc', 'WAPA-- Western Area Power Administration', 'Otter Tail Power Co', 'Codington-Clark Elec Coop, Inc', 'Sioux Valley SW Elec Coop', 'NorthWestern Energy - (SD)'}"
801,Dewey,OK,"{'Northfork Electric Coop, Inc', 'CKenergy Electric Cooperative', 'Cimarron Electric Coop', 'Public Service Co of Oklahoma', 'Oklahoma Gas & Electric Co', 'Northwestern Electric Coop Inc - (OK)'}"
802,Dewey,SD,"{'Moreau-Grand Electric Coop Inc', 'WAPA-- Western Area Power Administration'}"
803,Dickens,TX,"{'AEP Texas North Company', 'South Plains Electric Coop Inc', 'Lighthouse Electric Coop, Inc'}"
804,Dickenson,VA,"{'Appalachian Power Co', 'Kentucky Utilities Co'}"
805,Dickey,ND,"{'Dakota Valley Elec Coop Inc', 'WAPA-- Western Area Power Administration', 'Montana-Dakota Utilities Co', 'Otter Tail Power Co', 'Cass County Elec Coop Inc'}"
806,Dickinson,IA,"{'City of Milford - (IA)', 'Osceola Electric Coop, Inc', 'Federated Rural Electric Assn', 'City of Lake Park - (IA)', 'Interstate Power and Light Co', 'Iowa Lakes Electric Coop'}"
807,Dickinson,KS,"{'Bluestem Electric Coop Inc', 'City of Chapman - (KS)', 'Westar Energy Inc', 'DS&O Electric Cooperative, Inc.', 'City of Enterprise - (KS)', 'Flint Hills Rural E C A, Inc', 'City of Herington - (KS)'}"
808,Dickinson,MI,"{'Alger-Delta Coop Electric Assn', 'Upper Peninsula Power Company', 'WPPI Energy', 'City of Norway', 'Wisconsin Electric Power Co'}"
809,Dickson,TN,"{'Cumberland Elec Member Corp', 'City of Dickson'}"
810,Dillingham,AK,"{'Alaska Village Elec Coop, Inc', 'Nushagak Electric Coop, Inc', 'Manokotak Power Company'}"
811,Dillon,SC,"{'Marlboro Electric Coop, Inc', 'Pee Dee Electric Coop, Inc', 'Duke Energy Progress - (NC)'}"
812,Dimmit,TX,"{'Medina Electric Coop, Inc', 'Rio Grande Electric Coop, Inc', 'AEP Texas Central Company'}"
813,Dinwiddie,VA,"{'Virginia Electric & Power Co', 'Southside Electric Coop, Inc', 'Prince George Electric Coop'}"
814,District of Columbia,DC,{'Potomac Electric Power Co'}
815,Divide,ND,"{'Montana-Dakota Utilities Co', 'Burke-Divide Electric Coop Inc', 'Mountrail-Williams Elec Coop', 'Sheridan Electric Coop, Inc'}"
816,Dixie,FL,"{'Central Florida Elec Coop, Inc', 'Duke Energy Florida, LLC', 'Tri-County Electric Coop, Inc'}"
817,Dixon,NE,"{'Cedar-Knox Public Power Dist', 'City of Emerson - (NE)', 'Northeast Power', 'City of Wakefield - (NE)'}"
818,Doddridge,WV,"{'Monongahela Power Co', 'Harrison Rural Elec Assn, Inc'}"
819,Dodge,GA,"{'Oconee Electric Member Corp', 'Ocmulgee Electric Member Corp', 'Little Ocmulgee El Member Corp', 'Georgia Power Co'}"
820,Dodge,MN,"{'City of Kasson', 'Northern States Power Co - Minnesota', ""People's Cooperative Services"", 'City of Blooming Prairie - (MN)', 'Goodhue County Coop Elec Assn', 'Steele-Waseca Cooperative Electric', 'Freeborn-Mower Coop Services'}"
821,Dodge,NE,"{'Burt County Public Power Dist', 'Cuming County Public Pwr Dist', 'City of Scribner - (NE)', 'City of Fremont - (NE)', 'City of Snyder - (NE)', 'Omaha Public Power District'}"
822,Dodge,WI,"{'Hustisford Utilities', 'Adams-Columbia Electric Coop', 'Waupun Utilities', 'Wisconsin Power & Light Co', 'WPPI Energy', 'Juneau Utility Comm', 'City of Columbus - (WI)', 'Hartford Electric', 'Wisconsin Electric Power Co'}"
823,Dolores,CO,"{'WAPA-- Western Area Power Administration', 'Empire Electric Assn, Inc', 'Public Service Co of Colorado', 'San Miguel Power Assn, Inc'}"
824,Dona Ana,NM,"{'El Paso Electric Co', 'Columbus Electric Coop, Inc', 'Public Service Co of NM'}"
825,Doniphan,KS,"{'City of Wathena - (KS)', 'City of Troy - (KS)', 'Brown-Atchison E C A Inc', 'City of Elwood - (KS)', 'Doniphan Elec Coop Assn, Inc', 'Westar Energy Inc'}"
826,Donley,TX,"{'Southwestern Electric Power Co', 'Greenbelt Electric Coop, Inc', 'Southwestern Public Service Co', 'Lighthouse Electric Coop, Inc'}"
827,Dooly,GA,"{'Flint Electric Membership Corp', 'Crisp County Power Comm', 'Georgia Power Co', 'Middle Georgia El Member Corp'}"
828,Door,WI,"{'City of Sturgeon Bay - (WI)', 'Washington Island El Coop, Inc', 'WPPI Energy', 'Wisconsin Public Service Corp'}"
829,Dorado,PR,{'Puerto Rico Electric Pwr Authority'}
830,Dorchester,MD,"{'Choptank Electric Coop, Inc', 'Delmarva Power'}"
831,Dorchester,SC,"{'South Carolina Electric&Gas Company', 'Coastal Electric Coop, Inc', 'Edisto Electric Coop, Inc', 'Berkeley Electric Coop Inc'}"
832,Dougherty,GA,"{'Albany Water Gas & Light Comm', 'Georgia Power Co', 'Mitchell Electric Member Corp', 'Sumter Electric Member Corp'}"
833,Douglas,CO,"{'WAPA-- Western Area Power Administration', 'Intermountain Rural Elec Assn', 'Public Service Co of Colorado', 'Mountain View Elec Assn, Inc'}"
834,Douglas,GA,"{'GreyStone Power Corporation', 'Georgia Power Co'}"
835,Douglas,IL,"{'Eastern Illinois Elec Coop', 'Enerstar Power Corp', 'Ameren Illinois Company', 'Coles-Moultrie Electric Coop'}"
836,Douglas,KS,"{'City of Eudora - (KS)', 'Leavenworth-Jefferson E C, Inc', 'Kaw Valley Electric Coop Inc', 'Westar Energy Inc', 'Kansas City Power & Light Co', 'City of Baldwin City- (KS)'}"
837,Douglas,MN,"{'Todd-Wadena Electric Coop', 'Stearns Cooperative Elec Assn', 'City of Alexandria - (MN)', 'Northern States Power Co - Minnesota', 'Otter Tail Power Co', 'Runestone Electric Assn', 'Lake Region Electric Cooperative - (MN)'}"
838,Douglas,MO,"{'Webster Electric Coop', 'SE-MA-NO Electric Coop', 'Howell-Oregon Elec Coop, Inc', 'City of Ava - (MO)', 'White River Valley El Coop Inc'}"
839,Douglas,NE,{'Omaha Public Power District'}
840,Douglas,NV,{'Sierra Pacific Power Co'}
841,Douglas,OR,"{'Coos-Curry Electric Coop, Inc', 'PacifiCorp', 'Douglas Electric Coop - (OR)', ""Central Lincoln People's Ut Dt"", 'City of Drain - (OR)', ""Emerald People's Utility Dist""}"
842,Douglas,SD,"{'Charles Mix Electric Assn, Inc', 'Southeastern Electric Coop Inc - (SD)', 'WAPA-- Western Area Power Administration', 'NorthWestern Energy - (SD)', 'Douglas Electric Coop, Inc'}"
843,Douglas,WA,"{'PUD No 1 of Douglas County', 'City of Coulee Dam - (WA)', 'PUD No 2 of Grant County', 'Nespelem Valley Elec Coop, Inc'}"
844,Douglas,WI,"{'Dahlberg Light & Power Co', 'East Central Energy', 'Superior Water and Light Co', 'Bayfield Electric Coop, Inc'}"
845,Drew,AR,"{'C & L Electric Coop Corp', 'Entergy Arkansas Inc', 'Ashley Chicot Elec Coop, Inc'}"
846,DuPage,IL,"{'City of St Charles - (IL)', 'City of Naperville - (IL)', 'Commonwealth Edison Co'}"
847,Dubois,IN,"{'Southern Indiana R E C, Inc', 'Duke Energy Indiana, LLC', 'City of Jasper - (IN)', 'City of Huntingburg - (IN)', 'Town of Ferdinand - (IN)', 'Southern Indiana Gas & Elec Co', 'Dubois Rural Electric Coop Inc'}"
848,Dubuque,IA,"{'Cascade Municipal Utilities', 'Maquoketa Valley Rrl Elec Coop', 'Interstate Power and Light Co', 'Allamakee-Clayton El Coop, Inc'}"
849,Duchesne,UT,"{'Moon Lake Electric Assn Inc', 'PacifiCorp'}"
850,Dukes,MA,{'NSTAR Electric Company'}
851,Dundy,NE,"{'Highline Electric Assn', 'Southwest Public Power Dist', 'Y-W Electric Assn Inc', 'City of Benkelman - (NE)'}"
852,Dunklin,MO,"{'Pemiscot-Dunklin Elec Coop Inc', 'Union Electric Co - (MO)', 'City of Kennett - (MO)', 'City of Malden - (MO)', 'Ozark Border Electric Coop'}"
853,Dunn,ND,"{'Roughrider Electric Cooperativ', 'McKenzie Electric Coop Inc', 'Montana-Dakota Utilities Co', 'WAPA-- Western Area Power Administration'}"
854,Dunn,WI,"{'Chippewa Valley Electric Coop', 'Dunn County Electric Coop', 'Barron Electric Coop', 'Northern States Power Co', 'St Croix Electric Coop', 'Polk-Burnett Electric Coop', 'Eau Claire Electric Coop'}"
855,Duplin,NC,"{'Jones-Onslow Elec Member Corp', 'Tri-County Elec Member Corp', 'Four County Elec Member Corp', 'Duke Energy Progress - (NC)'}"
856,Durham,NC,"{'Wake Electric Membership Corp', 'Duke Energy Carolinas, LLC', 'Piedmont Electric Member Corp', 'Duke Energy Progress - (NC)'}"
857,Dutchess,NY,"{'Central Hudson Gas & Elec Corp', 'New York State Elec & Gas Corp', 'Niagara Mohawk Power Corp.'}"
858,Duval,FL,"{'Clay Electric Cooperative, Inc', 'JEA', 'Beaches Energy Services', 'Florida Power & Light Co'}"
859,Duval,TX,"{'Medina Electric Coop, Inc', 'Nueces Electric Cooperative', 'AEP Texas Central Company'}"
860,Dyer,TN,"{'City of Dyersburg', 'City of Newbern', 'Forked Deer Electric Coop, Inc', 'Gibson Electric Members Corp'}"
861,Eagle,CO,"{'Yampa Valley Electric Assn Inc', 'Public Service Co of Colorado', 'Holy Cross Electric Assn, Inc'}"
862,Early,GA,"{'Diverse Power Incorporated', 'City of Blakely - (GA)', 'Georgia Power Co', 'Mitchell Electric Member Corp', 'Three Notch Elec Member Corp'}"
863,East Baton Rouge,LA,"{'Entergy Louisiana LLC', 'Dixie Electric Membership Corp'}"
864,East Carroll,LA,"{'Northeast Louisiana Power Coop Inc.', 'Entergy Louisiana LLC'}"
865,East Feliciana,LA,"{'Entergy Louisiana LLC', 'Dixie Electric Membership Corp'}"
866,Eastern,AS,{'American Samoa Power Authority'}
867,Eastland,TX,"{'Texas-New Mexico Power Co', 'United Electric Coop Service Inc - (TX)', 'Comanche County Elec Coop Assn', 'AEP Texas North Company', 'Oncor Electric Delivery Company LLC', 'Taylor Electric Coop Inc - (TX)'}"
868,Eaton,MI,"{'Consumers Energy Co', 'Wolverine Power Supply Coop', 'Tri-County Electric Coop', 'City of Eaton Rapids - (MI)', 'City of Lansing - (MI)'}"
869,Eau Claire,WI,"{'Riverland Energy Cooperative', 'Eau Claire Electric Coop', 'Jackson Electric Coop, Inc - (WI)', 'Northern States Power Co'}"
870,Echols,GA,"{'Colquitt Electric Membership Corp', 'Georgia Power Co', 'Slash Pine Elec Member Corp'}"
871,Ector,TX,"{'Sharyland Utilities LP', 'City of Goldsmith - (TX)', 'Southwestern Public Service Co', 'Oncor Electric Delivery Company LLC'}"
872,Eddy,ND,"{'Otter Tail Power Co', 'Nodak Electric Coop Inc', 'WAPA-- Western Area Power Administration', 'Northern Plains Electric Coop'}"
873,Eddy,NM,"{'Lea County Electric Coop, Inc', 'Rio Grande Electric Coop, Inc', 'Southwestern Public Service Co', 'Central Valley Elec Coop, Inc'}"
874,Edgar,IL,"{'Eastern Illinois Elec Coop', 'Enerstar Power Corp', 'Ameren Illinois Company', 'Coles-Moultrie Electric Coop'}"
875,Edgecombe,NC,"{'City of Rocky Mount - (NC)', 'Town of Sharpsburg - (NC)', 'City of Wilson', 'Town of Tarboro - (NC)', 'Pitt & Greene Elec Member Corp', 'Edgecombe-Martin County E M C', 'Town of Pinetops - (NC)', 'Virginia Electric & Power Co', 'Town of MacClesfield - (NC)', 'Duke Energy Progress - (NC)'}"
876,Edgefield,SC,"{'South Carolina Electric&Gas Company', 'Aiken Electric Coop Inc', 'Duke Energy Carolinas, LLC'}"
877,Edmonson,KY,"{'Kentucky Utilities Co', 'Farmers Rural Electric Coop Corp - (KY)', 'Warren Rural Elec Coop Corp'}"
878,Edmunds,SD,"{'FEM Electric Assn, Inc', 'Montana-Dakota Utilities Co', 'NorthWestern Energy - (SD)', 'Northern Electric Coop, Inc'}"
879,Edwards,IL,"{'Wayne-White Counties Elec Coop', 'Ameren Illinois Company'}"
880,Edwards,KS,"{'Victory Electric Coop Assn Inc', 'Midwest Energy Inc', 'Ninnescah Rural E C A Inc'}"
881,Edwards,TX,"{'Medina Electric Coop, Inc', 'Rio Grande Electric Coop, Inc', 'Pedernales Electric Coop, Inc', 'AEP Texas North Company', 'Southwest Texas Elec Coop, Inc', 'AEP Texas Central Company'}"
882,Effingham,GA,"{'Planters Electric Member Corp', 'Georgia Power Co', 'Excelsior Electric Member Corp'}"
883,Effingham,IL,"{'Clay Electric Coop Inc', 'City of Altamont - (IL)', 'Ameren Illinois Company', 'Shelby Electric Coop, Inc', 'Southwestern Electric Coop Inc - (IL)', 'Norris Electric Coop'}"
884,El Dorado,CA,"{'Liberty Utilities', 'Pacific Gas & Electric Co'}"
